program,rank_in_program,rank_by_mean_score,cell_type,n_cells,n_expressing,prop_expressing,ci_low,ci_high,mean_score,median_score,prop_overall,enrichment
P02_MT2A,2,1,Smooth muscle,3356,2996,0.8927294398092968,0.8818069972772621,0.9027538316510281,2.2232855263540654,1.8988483746846518,0.561667012971593,1.5894282897016911
P02_MT2A,3,3,Nerve cell,268,232,0.8656716417910447,0.8196393037941344,0.9013691871486728,1.5894974406560263,1.4661124515533448,0.561667012971593,1.541254198303483
P02_MT2A,4,5,RAMP1+ Fibroblast,131,112,0.8549618320610687,0.7845591294629827,0.9051397273527616,1.4525178892800523,1.372217839558919,0.561667012971593,1.5221862995616398
P02_MT2A,5,4,SFRP2+ Fibroblast,7882,6735,0.8544785587414362,0.8465211240930072,0.8620906365136624,1.5662896031271853,1.5725778516133624,0.561667012971593,1.52132587281684
P02_MT2A,6,9,Basal Keratinocyte,11715,9795,0.8361075544174136,0.8292942890062996,0.8427004664200176,0.7404413911239032,0.6808963839213054,0.561667012971593,1.4886178734155084
P02_MT2A,7,6,Tc17 cell,459,356,0.775599128540305,0.7352360218911996,0.8113874388606445,0.9684587078052929,1.3231670506795248,0.561667012971593,1.3808878047454993
P02_MT2A,8,7,Naive T cell,1154,795,0.6889081455805892,0.6616086001195006,0.7149541811477055,0.8476478845462987,1.2379770851135254,0.561667012971593,1.226541936183515
P02_MT2A,9,10,COL11A1+ Fibroblast,1097,737,0.6718322698268003,0.6434888766314243,0.6989764229620988,0.7310892197514189,0.6581313069661461,0.561667012971593,1.1961398022510876
P02_MT2A,10,8,IFN T cell,70,47,0.6714285714285714,0.5550093573883407,0.770011306928139,0.7632340043385824,1.239710741043091,0.561667012971593,1.1954210518368642
P02_MT2A,11,12,Treg,662,398,0.6012084592145015,0.5634280864447466,0.6378210220702657,0.5289700932517153,1.0454181989034015,0.561667012971593,1.0704001576195614
P02_MT2A,12,13,Cytotoxic T cell,527,295,0.5597722960151803,0.517108607597213,0.6015708944521548,0.522639515157141,0.9747740745544435,0.561667012971593,0.9966266187747285
P02_MT2A,13,15,Endothelial,3734,2033,0.5444563470808784,0.5284450319149241,0.5603762847882052,0.31758484832560707,0.2517493883768718,0.561667012971593,0.9693578837759071
P02_MT2A,14,11,SFRP4+ Fibroblast,217,117,0.5391705069124424,0.4727439108927013,0.6042343887924256,0.5924368323928201,0.5371490033467612,0.561667012971593,0.9599468981805979
P02_MT2A,15,16,cDC2B,755,405,0.5364238410596026,0.5007586857489904,0.5717202218814318,0.02650796662050629,0.16339501698811842,0.561667012971593,0.9550566949295505
P02_MT2A,16,20,CD16+ DC,58,29,0.5,0.3753827301422442,0.6246172698577558,-0.0926792619420194,0.05632837613423658,0.561667012971593,0.8902071662614947
P02_MT2A,17,14,Eccrine gland,316,145,0.4588607594936709,0.40474218621813707,0.513967539231884,0.41985563472353454,-0.19610174814860026,0.561667012971593,0.816962272834916
P02_MT2A,18,22,cDC2A,87,38,0.4367816091954023,0.337425457881576,0.5414844567895197,-0.23290513356526693,-0.13799312591552737,0.561667012971593,0.7776522371939494
P02_MT2A,19,23,Spinous Keratinocyte,26018,9786,0.3761242216926743,0.37025683906294743,0.38202817849813747,-0.5013142985702829,-0.3537751356760661,0.561667012971593,0.6696569551106916
P02_MT2A,20,19,PVM,126,44,0.3492063492063492,0.2715482562775235,0.4357871330107585,0.008361183297697193,-0.4933432261149089,0.561667012971593,0.621731989135012
P02_MT2A,21,17,Stressed T cell,1428,493,0.34523809523809523,0.32102336017471605,0.3702832455412241,0.011124847885829955,-0.5752262624104818,0.561667012971593,0.6146668528948416
P02_MT2A,22,21,yd T cell,168,56,0.3333333333333333,0.26647876356104633,0.40763945922224304,-0.12874249178265768,-0.6100563557942709,0.561667012971593,0.5934714441743297
P02_MT2A,23,25,LC,326,79,0.24233128834355827,0.19899257645931143,0.29167181545593635,-0.7603494434415197,-1.0866398111979167,0.561667012971593,0.43145009898563236
P02_MT2A,24,18,Mast cell,563,127,0.2255772646536412,0.19297922173619733,0.26189480839760715,0.008863489863574674,-0.4199262491861979,0.561667012971593,0.4016209950806743
P02_MT2A,25,24,cDC1,84,11,0.13095238095238096,0.07472221316943048,0.21946072923186608,-0.7281319370723907,-0.8688582865397135,0.561667012971593,0.23314949592562956
P02_MT2A,26,26,Supraspinous Keratinocyte,4190,144,0.03436754176610979,0.029264142822802083,0.04032395717722982,-1.6015278140191722,-1.821947530110677,0.561667012971593,0.061188463933964314
P03_PROX1,1,2,SFRP4+ Fibroblast,217,146,0.6728110599078341,0.6078516270463858,0.7317585186232916,0.6733301053335272,0.8719619516152234,0.13520733770666984,4.97614309489243
P03_PROX1,2,1,Endothelial,3734,1944,0.5206213176218533,0.5045847034529225,0.5366155458611797,1.1958603283797817,0.3620233147587608,0.13520733770666984,3.8505404103979393
P03_PROX1,3,3,Smooth muscle,3356,1578,0.47020262216924913,0.45336001111866514,0.487113370601495,0.4730571112385367,-0.03422298383473152,0.13520733770666984,3.4776413036794365
P03_PROX1,4,5,SFRP2+ Fibroblast,7882,3417,0.4335194113169246,0.42261417792197875,0.444489414576985,0.23992567940718007,-0.06753765757958494,0.13520733770666984,3.206330504468907
P03_PROX1,5,4,RAMP1+ Fibroblast,131,48,0.366412213740458,0.28880383281708993,0.45163208128451166,0.2659542455969171,-0.06473592058498057,0.13520733770666984,2.7100024300114796
P03_PROX1,6,7,Melanocyte,1987,465,0.23402113739305486,0.2159293047436472,0.2531394172699429,-0.0483542152490531,-0.2189783834332797,0.13520733770666984,1.7308316350460207
P03_PROX1,7,6,COL11A1+ Fibroblast,1097,224,0.2041932543299909,0.18139034342128657,0.22906063950657424,-0.002460230135929347,-0.17952931466414102,0.13520733770666984,1.5102231712674121
P03_PROX1,8,8,cDC2A,87,11,0.12643678160919541,0.07208952879445547,0.21237814880747352,-0.07298264110452593,-0.17960240733084368,0.13520733770666984,0.9351325434977352
P03_PROX1,9,9,Eccrine gland,316,28,0.08860759493670886,0.06201550240767028,0.1250817520925406,-0.07739803356930512,-0.10392003083348873,0.13520733770666984,0.6553460517722908
P03_PROX1,10,17,cDC2B,755,54,0.07152317880794702,0.05522936223116314,0.09215512437095996,-0.13571629790665643,-0.18793955280553157,0.13520733770666984,0.5289888849310488
P03_PROX1,11,21,Nerve cell,268,11,0.041044776119402986,0.023070817805011478,0.07198995376677102,-0.14545365932026563,-0.18092810089264683,0.13520733770666984,0.30356914658322
P03_PROX1,12,11,PVM,126,4,0.031746031746031744,0.012413278972689408,0.07878608776460755,-0.10342444492278322,-0.10092741999793892,0.13520733770666984,0.2347951840816824
P03_PROX1,13,22,Basal Keratinocyte,11715,358,0.030559112249253093,0.02759291652197235,0.03383307523243219,-0.19905452023411918,-0.21016601102436008,0.13520733770666984,0.22601667015698954
P03_PROX1,14,26,Supraspinous Keratinocyte,4190,104,0.024821002386634844,0.020527558068524777,0.02998495197763796,-0.29059825539764783,-0.30039009017560947,0.13520733770666984,0.18357733247054692
P03_PROX1,15,23,Spinous Keratinocyte,26018,639,0.0245599200553463,0.022748212837803646,0.026512000389196277,-0.1992128902046086,-0.20516616016177075,0.13520733770666984,0.1816463549384328
P03_PROX1,16,10,Mast cell,563,11,0.019538188277087035,0.010944177989431756,0.0346443343160318,-0.10061942551778832,-0.11756648729793989,0.13520733770666984,0.14450538416394842
P03_PROX1,17,24,LC,326,6,0.018404907975460124,0.00846175314313342,0.039565741269889224,-0.20956144953095987,-0.2054598343432249,0.13520733770666984,0.1361235883172944
P03_PROX1,18,20,yd T cell,168,3,0.017857142857142856,0.006091318700860878,0.05117925435079761,-0.14400331009572473,-0.15465388465766333,0.13520733770666984,0.13207229104594634
P03_PROX1,19,25,CD16+ DC,58,1,0.017241379310344827,0.0030500384460675004,0.09140858093468013,-0.2276581612849562,-0.21809629699093613,0.13520733770666984,0.12751807411332752
P03_PROX1,20,15,Treg,662,11,0.01661631419939577,0.00930316000526565,0.02950706798273506,-0.11866192476143754,-0.12493165174321313,0.13520733770666984,0.12289506236299541
P03_PROX1,21,18,Tc17 cell,459,7,0.015250544662309368,0.007406572011246677,0.031141095836300127,-0.13611868356614568,-0.14539034282741833,0.13520733770666984,0.11279376490198469
P03_PROX1,22,12,Cytotoxic T cell,527,7,0.013282732447817837,0.006448731115522159,0.027161037911053725,-0.1041555927727618,-0.11622159564914415,0.13520733770666984,0.09823973072108344
P03_PROX1,23,13,Naive T cell,1154,15,0.012998266897746967,0.007892759311290326,0.021335299990682628,-0.10755761494766145,-0.11326284744032664,0.13520733770666984,0.09613580977347914
P03_PROX1,24,14,Stressed T cell,1428,17,0.011904761904761904,0.007445934360466075,0.018982591359037425,-0.10845872136673079,-0.11061947309791142,0.13520733770666984,0.0880481940306309
P03_PROX1,25,19,cDC1,84,1,0.011904761904761904,0.002104583087549225,0.064395437507714,-0.14040395080486992,-0.13190918831369985,0.13520733770666984,0.0880481940306309
P03_PROX1,26,16,IFN T cell,70,0,0.0,0.0,0.05202306241026692,-0.1222703858065417,-0.1279506922966272,0.13520733770666984,0.0
P04_MT-ND1,1,1,PVM,126,126,1.0,0.9704142355178014,0.9999999999999998,6.695909760431943,6.735287577657202,0.993721986405058,1.006317676051079
P04_MT-ND1,2,4,Cytotoxic T cell,527,527,1.0,0.9927634536510613,0.9999999999999999,5.607965688120249,5.808923474785422,0.993721986405058,1.006317676051079
P04_MT-ND1,3,8,IFN T cell,70,70,1.0,0.9479769375897331,1.0,5.373711902159952,5.522784667761147,0.993721986405058,1.006317676051079
P04_MT-ND1,4,9,cDC2A,87,87,1.0,0.9577124930558795,0.9999999999999999,5.320231381581692,5.194961720853706,0.993721986405058,1.006317676051079
P04_MT-ND1,5,13,yd T cell,168,168,1.0,0.9776453316501321,1.0,5.20626641132059,5.385106646825397,0.993721986405058,1.006317676051079
P04_MT-ND1,6,14,Tc17 cell,459,459,1.0,0.9917002706920811,1.0,5.17282809810431,5.242510979408039,0.993721986405058,1.006317676051079
P04_MT-ND1,7,18,RAMP1+ Fibroblast,131,131,1.0,0.9715112929340055,1.0,4.958822769108516,4.899550024884627,0.993721986405058,1.006317676051079
P04_MT-ND1,8,19,SFRP4+ Fibroblast,217,217,1.0,0.9826053548042667,1.0,4.936162830945016,4.973688588391085,0.993721986405058,1.006317676051079
P04_MT-ND1,9,7,Treg,662,661,0.9984894259818731,0.9914936555797881,0.9997332968075864,5.471397171638167,5.575125108230141,0.993721986405058,1.0047975587156543
P04_MT-ND1,10,21,COL11A1+ Fibroblast,1097,1095,0.9981768459434822,0.9933769670790035,0.9994998829361709,4.732562012938029,4.649463385411131,0.993721986405058,1.004483003897841
P04_MT-ND1,11,5,Smooth muscle,3356,3348,0.9976162097735399,0.9953029292103783,0.9987915960629485,5.5903020403663595,5.65559124243773,0.993721986405058,1.0039188258101945
P04_MT-ND1,12,10,cDC2B,755,753,0.9973509933774835,0.9903932927382404,0.9992732459971625,5.303058146078483,5.252132510922664,0.993721986405058,1.0036519338628642
P04_MT-ND1,13,25,Supraspinous Keratinocyte,4190,4178,0.9971360381861575,0.9950004458385823,0.998360901009154,3.952111896485804,3.963349945691167,0.993721986405058,1.003435620654274
P04_MT-ND1,14,11,Endothelial,3734,3723,0.9970540974825924,0.9947322984587268,0.9983542304630091,5.30135051724632,5.3092617718270585,0.993721986405058,1.0033531622758884
P04_MT-ND1,15,12,LC,326,325,0.9969325153374233,0.982831793051727,0.9994583082545812,5.2475911161165,5.427658513560047,0.993721986405058,1.0032308120141127
P04_MT-ND1,16,6,Naive T cell,1154,1150,0.9965337954939342,0.9911215547269032,0.9986512602552489,5.478738040869579,5.557292860381457,0.993721986405058,1.0028295731878172
P04_MT-ND1,17,20,Melanocyte,1987,1979,0.995973829894313,0.9920751572422419,0.9979584746510544,4.83904801144149,4.877464052230592,0.993721986405058,1.002266069906938
P04_MT-ND1,18,24,Spinous Keratinocyte,26018,25875,0.9945038050580367,0.9935295594458238,0.9953320490118494,4.189478854093373,4.216716238700884,0.993721986405058,1.000786757929959
P04_MT-ND1,19,3,Stressed T cell,1428,1420,0.9943977591036415,0.9889841373864936,0.9971585610956162,5.64557627113068,5.798404529251479,0.993721986405058,1.0006800420115773
P04_MT-ND1,20,23,Basal Keratinocyte,11715,11644,0.9939393939393939,0.9923629641500009,0.9951919951577792,4.399349553268913,4.415261387554697,0.993721986405058,1.000218781044709
P04_MT-ND1,21,15,SFRP2+ Fibroblast,7882,7814,0.9913727480334941,0.9890782286133781,0.9931885390421806,5.103020170809673,5.162686674502972,0.993721986405058,0.9976359199014377
P04_MT-ND1,22,16,Mast cell,563,558,0.9911190053285968,0.9793806542450413,0.9962007740268229,4.969190387557822,5.197906165436552,0.993721986405058,0.9973805741323305
P04_MT-ND1,23,2,cDC1,84,83,0.9880952380952381,0.935604562492286,0.9978954169124508,5.687201723400067,5.660711932885134,0.993721986405058,0.9943377037171377
P04_MT-ND1,24,17,CD16+ DC,58,57,0.9827586206896551,0.9085914190653199,0.9969499615539326,4.959229673546243,5.00070853892908,0.993721986405058,0.9889673712915776
P04_MT-ND1,25,22,Nerve cell,268,260,0.9701492537313433,0.9422128212881589,0.9847980956383078,4.645914829059329,4.91879095998751,0.993721986405058,0.976278342437614
P04_MT-ND1,26,26,Eccrine gland,316,247,0.7816455696202531,0.7328608181290616,0.8236649076361785,3.1241080365028635,3.7808346391535133,0.993721986405058,0.786583753115875
P05_PNPLA1,1,1,Supraspinous Keratinocyte,4190,2828,0.6749403341288783,0.660603101953064,0.6889570839515884,0.923119152755707,0.9909639199574789,0.1645641010418831,4.101382560690437
P05_PNPLA1,2,3,cDC2A,87,36,0.41379310344827586,0.3160931236316698,0.5187840327380061,0.36666777629048425,-0.17991498311360676,0.1645641010418831,2.514479773100463
P05_PNPLA1,3,2,Eccrine gland,316,98,0.310126582278481,0.26166431497645193,0.3631498024851838,0.44594133669817,0.0,0.1645641010418831,1.8845336274133744
P05_PNPLA1,4,4,cDC2B,755,177,0.23443708609271524,0.20560918785833648,0.2659536855998573,0.11432740803480677,-0.1899903869628906,0.1645641010418831,1.4245943350247987
P05_PNPLA1,5,5,Spinous Keratinocyte,26018,6017,0.23126297178876162,0.22617952956767706,0.23642575829676782,0.08166109702343193,-0.19765602111816405,0.1645641010418831,1.4053063233390315
P05_PNPLA1,6,9,Basal Keratinocyte,11715,1474,0.12582159624413145,0.1199384096755976,0.13195009561678028,-0.06599844762634156,-0.21828570048014323,0.1645641010418831,0.7645749920397807
P05_PNPLA1,7,8,cDC1,84,7,0.08333333333333333,0.04095255062240715,0.16215722305647606,-0.03410122379424079,-0.1692393684387207,0.1645641010418831,0.5063882876382876
P05_PNPLA1,8,7,PVM,126,9,0.07142857142857142,0.038031143767313015,0.13018522578885708,0.002436193234075324,-0.09281727155049642,0.1645641010418831,0.43404710368996086
P05_PNPLA1,9,14,CD16+ DC,58,3,0.05172413793103448,0.017746134659410502,0.14139401190842663,-0.17082721501931378,-0.2577624130249023,0.1645641010418831,0.31430997163755786
P05_PNPLA1,10,25,Melanocyte,1987,101,0.050830397584297936,0.04200967100744424,0.061384528419479265,-0.30985270605453646,-0.35551236470540365,0.1645641010418831,0.3088790159122318
P05_PNPLA1,11,23,COL11A1+ Fibroblast,1097,41,0.037374658158614404,0.02766854966837285,0.0503094898875266,-0.26666094783735433,-0.30467386881510417,0.1645641010418831,0.22711306975208528
P05_PNPLA1,12,6,Mast cell,563,19,0.03374777975133215,0.02170975534174409,0.05210534440015677,0.014095169065124261,-0.047372055053710935,0.1645641010418831,0.20507376479845396
P05_PNPLA1,13,16,LC,326,11,0.03374233128834356,0.018943771191540802,0.05940131894081233,-0.1837620483488149,-0.2095714060465495,0.1645641010418831,0.20504065634433732
P05_PNPLA1,14,22,Nerve cell,268,7,0.026119402985074626,0.012708651900284137,0.05292320167383274,-0.24290410796208167,-0.2535888799031576,0.1645641010418831,0.15871871702095583
P05_PNPLA1,15,24,SFRP2+ Fibroblast,7882,160,0.020299416391778735,0.017411812391820613,0.023654376994787184,-0.2862185600418372,-0.2955267588297526,0.1645641010418831,0.12335264048027306
P05_PNPLA1,16,11,IFN T cell,70,1,0.014285714285714285,0.002526246457890312,0.07658187131208327,-0.15532388600848968,-0.162329527537028,0.1645641010418831,0.08680942073799217
P05_PNPLA1,17,21,SFRP4+ Fibroblast,217,3,0.013824884792626729,0.004712648310475773,0.039850808538831745,-0.24130571982095136,-0.25461639404296876,0.1645641010418831,0.08400911684321824
P05_PNPLA1,18,20,Smooth muscle,3356,35,0.010429082240762813,0.007508456790476941,0.01446920487175295,-0.22968863884039611,-0.22886580149332683,0.1645641010418831,0.06337398117046508
P05_PNPLA1,19,26,Endothelial,3734,36,0.0096411355115158,0.006972259511282086,0.01331791588974267,-0.32357235724277694,-0.27715768178304034,0.1645641010418831,0.05858589723078207
P05_PNPLA1,20,10,Naive T cell,1154,10,0.008665511265164644,0.004713674483490074,0.015877623780244203,-0.14696357280239766,-0.15115395228068035,0.1645641010418831,0.05265736093292419
P05_PNPLA1,21,13,Cytotoxic T cell,527,4,0.007590132827324478,0.0029554987848113366,0.019351460522777135,-0.15624898434590118,-0.15955323537190755,0.1645641010418831,0.04612265238451197
P05_PNPLA1,22,17,yd T cell,168,1,0.005952380952380952,0.0010515153096501174,0.032941787940814746,-0.19430576226067925,-0.19823448181152342,0.1645641010418831,0.036170591974163405
P05_PNPLA1,23,12,Stressed T cell,1428,7,0.004901960784313725,0.0023765167112460885,0.01008398211757597,-0.15568602875835086,-0.15582743962605794,0.1645641010418831,0.02978754633166398
P05_PNPLA1,24,15,Treg,662,3,0.004531722054380665,0.0015423660246470959,0.013238117663053633,-0.18016067068382333,-0.16861782073974607,0.1645641010418831,0.02753773165404586
P05_PNPLA1,25,18,Tc17 cell,459,0,0.0,0.0,0.008299729307919055,-0.21079973729174467,-0.19625564575195312,0.1645641010418831,0.0
P05_PNPLA1,26,19,RAMP1+ Fibroblast,131,0,0.0,0.0,0.028488707065994576,-0.22821450425165,-0.22530039469401042,0.1645641010418831,0.0
P06_FCER1G,1,1,Mast cell,563,563,1.0,0.9932230454196378,1.0,5.637835342748487,5.763126186390019,0.9637715574816705,1.0375902798096617
P06_FCER1G,2,2,CD16+ DC,58,58,1.0,0.9378821442127971,1.0,1.7475073088126383,1.8244060218034677,0.9637715574816705,1.0375902798096617
P06_FCER1G,3,3,cDC2B,755,754,0.9986754966887417,0.9925359810086222,0.999766154367887,1.6385165584617383,1.663759689235208,0.9637715574816705,1.0362159880483244
P06_FCER1G,4,7,Naive T cell,1154,1147,0.9939341421143848,0.9875321212135596,0.9970586371456495,1.125437590912443,1.110220899234465,0.9637715574816705,1.0312964046288406
P06_FCER1G,5,4,LC,326,324,0.9938650306748467,0.977910627459907,0.9983159547025349,1.382708003938402,1.4219629051697313,0.9637715574816705,1.031224695270952
P06_FCER1G,6,11,RAMP1+ Fibroblast,131,130,0.9923664122137404,0.9580278484997883,0.9986512109543083,0.9716528168897635,1.0124022385582852,0.9637715574816705,1.029669743322565
P06_FCER1G,7,15,SFRP2+ Fibroblast,7882,7793,0.988708449632073,0.9861262287056264,0.9908145378859595,0.819005263086232,0.8104141171853148,0.9637715574816705,1.0258742769039195
P06_FCER1G,8,8,cDC2A,87,86,0.9885057471264368,0.9377280216427621,0.9979680922624077,1.0798329095892645,1.1308660716866727,0.9637715574816705,1.0256639547543782
P06_FCER1G,9,21,Basal Keratinocyte,11715,11533,0.9844643619291507,0.9820608453064207,0.9865502618483891,0.6731986709679872,0.6653311959463148,0.9637715574816705,1.0214706527567075
P06_FCER1G,10,13,Cytotoxic T cell,527,516,0.9791271347248577,0.9630141066226224,0.9883057113921517,0.8488362030114281,0.8792405787424826,0.9637715574816705,1.0159327976883974
P06_FCER1G,11,19,Melanocyte,1987,1940,0.9763462506290891,0.9686886610624421,0.9821655576965684,0.7266238010443711,0.7182529577657806,0.9637715574816705,1.0130473793813506
P06_FCER1G,12,5,yd T cell,168,164,0.9761904761904762,0.9403879115391397,0.990702880508605,1.2360099440217234,1.1142683831890625,0.9637715574816705,1.012885749338003
P06_FCER1G,13,6,PVM,126,123,0.9761904761904762,0.9323339858507348,0.9918700479757426,1.189585563406625,1.184898062567016,0.9637715574816705,1.012885749338003
P06_FCER1G,14,10,cDC1,84,82,0.9761904761904762,0.9172855899143008,0.9934460973098326,0.9890367125503525,1.005333536533854,0.9637715574816705,1.012885749338003
P06_FCER1G,15,12,Stressed T cell,1428,1388,0.9719887955182073,0.9620825335661168,0.9793624788658123,0.9128742647908622,0.9169064379816678,0.9637715574816705,1.0085261263135927
P06_FCER1G,16,9,Tc17 cell,459,446,0.971677559912854,0.9521507012531298,0.9833748264367852,1.034088368825491,1.0408342980859269,0.9637715574816705,1.0082031912747476
P06_FCER1G,17,14,IFN T cell,70,68,0.9714285714285714,0.9016774388157609,0.9921293880545587,0.8450264398583557,0.7956849082031442,0.9637715574816705,1.0079448432436713
P06_FCER1G,18,17,COL11A1+ Fibroblast,1097,1061,0.96718322698268,0.9549032651898821,0.9762026554556382,0.7313315963311044,0.7353037643672233,0.9637715574816705,1.0035399151121704
P06_FCER1G,19,16,Endothelial,3734,3610,0.9667916443492234,0.9605477382372841,0.9720760871455746,0.7421981688372811,0.7433992091135763,0.9637715574816705,1.0031336127779535
P06_FCER1G,20,22,Spinous Keratinocyte,26018,25153,0.9667537858405719,0.9645055400658065,0.9688642231169997,0.6183468827502084,0.6088587243353302,0.9637715574816705,1.0030943311573688
P06_FCER1G,21,18,Treg,662,633,0.9561933534743202,0.937794668647032,0.9693281786892922,0.731109670665899,0.6949980010339363,0.9637715574816705,0.9921369291835587
P06_FCER1G,22,20,SFRP4+ Fibroblast,217,207,0.9539170506912442,0.9172637324439624,0.9747789168483904,0.6785549133525348,0.697707110313914,0.9637715574816705,0.9897750595419353
P06_FCER1G,23,23,Smooth muscle,3356,3119,0.9293802145411204,0.92021277790042,0.9375657915120735,0.48347097097845265,0.4901615941344793,0.9637715574816705,0.9643158768552845
P06_FCER1G,24,24,Nerve cell,268,231,0.8619402985074627,0.8155004905409022,0.8981507709024887,0.4100418128919809,0.357955645226953,0.9637715574816705,0.8943408755075816
P06_FCER1G,25,26,Supraspinous Keratinocyte,4190,3544,0.8458233890214797,0.8345727629350531,0.8564404831438569,0.3581257048576252,0.35623881145937364,0.9637715574816705,0.8776181268843535
P06_FCER1G,26,25,Eccrine gland,316,264,0.8354430379746836,0.7905802399759074,0.8722481525085362,0.383507493892139,0.36739782023070444,0.9637715574816705,0.8668475755371857
P07_COL11A1,1,2,RAMP1+ Fibroblast,131,122,0.9312977099236641,0.8745837372655908,0.9634374543492382,1.3992408885624168,1.440892130533854,0.11175754697378966,8.333197489938465
P07_COL11A1,2,1,COL11A1+ Fibroblast,1097,1002,0.9134001823154057,0.8952810628150131,0.9286341274537547,2.1909769193725026,1.680661163330078,0.11175754697378966,8.173051458704835
P07_COL11A1,3,3,SFRP4+ Fibroblast,217,187,0.8617511520737328,0.8095029205821532,0.9014143176863717,0.7369793361428452,0.6655131679111057,0.11175754697378966,7.710898954106769
